keyword,type,cluster,page_route,intent
"strålskydd checklista",longtail,"omraden","/omraden/stralskyddslagen","informational+commercial"
"visselblåsarlagen",primary,"omraden","/omraden/visselblasarlagen","informational+commercial"
"visselblåsarfunktion",secondary,"omraden","/omraden/visselblasarlagen","informational+commercial"
"rapporteringskanal",secondary,"omraden","/omraden/visselblasarlagen","informational+commercial"
"visselblåsardirektivet",secondary,"omraden","/omraden/visselblasarlagen","informational+commercial"
"vad är visselblåsarlagen",longtail,"omraden","/omraden/visselblasarlagen","informational+commercial"
"krav på visselblåsarfunktion 50 anställda",longtail,"omraden","/omraden/visselblasarlagen","informational+commercial"
"intern rapporteringskanal krav",longtail,"omraden","/omraden/visselblasarlagen","informational+commercial"
"visselblåsarlagen för företag",longtail,"omraden","/omraden/visselblasarlagen","informational+commercial"
"vem omfattas av visselblåsarlagen",longtail,"omraden","/omraden/visselblasarlagen","informational+commercial"
"visselblåsarfunktion mall och rutin",longtail,"omraden","/omraden/visselblasarlagen","informational+commercial"
"skydd för personer som rapporterar missförhållanden",longtail,"omraden","/omraden/visselblasarlagen","informational+commercial"
"hur inför man en visselblåsarkanal",longtail,"omraden","/omraden/visselblasarlagen","informational+commercial"
"visselblåsarlagen sanktioner",longtail,"omraden","/omraden/visselblasarlagen","informational+commercial"
"gdpr och visselblåsarrapporter",longtail,"omraden","/omraden/visselblasarlagen","informational+commercial"
"JP Infonet alternativ",primary,"jamfor","/jamfor/jp-infonet","commercial (high)"
"Laglig vs JP Infonet",secondary,"jamfor","/jamfor/jp-infonet","commercial (high)"
"JP Infonet lagbevakning",secondary,"jamfor","/jamfor/jp-infonet","commercial (high)"
"jamfor rattsdatabaser",secondary,"jamfor","/jamfor/jp-infonet","commercial (high)"
"alternativ till JP Infonet",longtail,"jamfor","/jamfor/jp-infonet","commercial (high)"
"JP Infonet vs Laglig",longtail,"jamfor","/jamfor/jp-infonet","commercial (high)"
"JP Infonet lagbevakning pris",longtail,"jamfor","/jamfor/jp-infonet","commercial (high)"
"JP Infonet offentlig sektor",longtail,"jamfor","/jamfor/jp-infonet","commercial (high)"
"lagbevakning for kommun",longtail,"jamfor","/jamfor/jp-infonet","commercial (high)"
"JP Infonet laglista",longtail,"jamfor","/jamfor/jp-infonet","commercial (high)"
"skillnad JP Infonet och Laglig",longtail,"jamfor","/jamfor/jp-infonet","commercial (high)"
"lagefterlevnad verktyg jamforelse",longtail,"jamfor","/jamfor/jp-infonet","commercial (high)"
"rattsdatabas for foretag",longtail,"jamfor","/jamfor/jp-infonet","commercial (high)"
"lagbevakningstjanst med revision",longtail,"jamfor","/jamfor/jp-infonet","commercial (high)"
"Karnov alternativ",primary,"jamfor","/jamfor/karnov","commercial (high)"
"Laglig vs Karnov",secondary,"jamfor","/jamfor/karnov","commercial (high)"
"Karnov lagbevakning",secondary,"jamfor","/jamfor/karnov","commercial (high)"
"jamfor juridiska databaser",secondary,"jamfor","/jamfor/karnov","commercial (high)"
"alternativ till Karnov",longtail,"jamfor","/jamfor/karnov","commercial (high)"
"Karnov vs Laglig",longtail,"jamfor","/jamfor/karnov","commercial (high)"
"Karnov lagbevakning pris",longtail,"jamfor","/jamfor/karnov","commercial (high)"
"Karnov for ledningssystem",longtail,"jamfor","/jamfor/karnov","commercial (high)"
"Karnov laglista",longtail,"jamfor","/jamfor/karnov","commercial (high)"
"billigare alternativ till Karnov",longtail,"jamfor","/jamfor/karnov","commercial (high)"
"lagbevakningstjanst med revision",longtail,"jamfor","/jamfor/karnov","commercial (high)"
"skillnad Karnov och Laglig",longtail,"jamfor","/jamfor/karnov","commercial (high)"
"Karnov compliance",longtail,"jamfor","/jamfor/karnov","commercial (high)"
"lagefterlevnad verktyg jamforelse",longtail,"jamfor","/jamfor/karnov","commercial (high)"
"laglista Excel",primary,"jamfor","/jamfor/laglista-excel","commercial (high)"
"laglista mall",secondary,"jamfor","/jamfor/laglista-excel","commercial (high)"
"laglista i Excel vs verktyg",secondary,"jamfor","/jamfor/laglista-excel","commercial (high)"
"sluta med laglista i Excel",secondary,"jamfor","/jamfor/laglista-excel","commercial (high)"
"laglista mall Excel",longtail,"jamfor","/jamfor/laglista-excel","commercial (high)"
"gora laglista i Excel",longtail,"jamfor","/jamfor/laglista-excel","commercial (high)"
"laglista exempel Excel",longtail,"jamfor","/jamfor/laglista-excel","commercial (high)"
"problem med laglista i Excel",longtail,"jamfor","/jamfor/laglista-excel","commercial (high)"
"ersatta Excel-laglista",longtail,"jamfor","/jamfor/laglista-excel","commercial (high)"
"laglista mall gratis",longtail,"jamfor","/jamfor/laglista-excel","commercial (high)"
"halla laglistan uppdaterad i Excel",longtail,"jamfor","/jamfor/laglista-excel","commercial (high)"
"laglista ISO 14001 Excel",longtail,"jamfor","/jamfor/laglista-excel","commercial (high)"
"fran Excel till lagbevakningstjanst",longtail,"jamfor","/jamfor/laglista-excel","commercial (high)"
"automatisk laglista istallet for Excel",longtail,"jamfor","/jamfor/laglista-excel","commercial (high)"
"ledningssystem verktyg",primary,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"verktyg for ledningssystem",secondary,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"lagbevakning i ledningssystem",secondary,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"modul for laglista",secondary,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"verktyg for ledningssystem ISO",longtail,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"ledningssystem programvara jamforelse",longtail,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"laglista modul i ledningssystem",longtail,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"saknar lagbevakning i ledningssystemet",longtail,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"integrera lagbevakning med ledningssystem",longtail,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"ledningssystem ISO 14001 verktyg",longtail,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"lagefterlevnad i ledningssystem",longtail,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"QHSE-verktyg lagbevakning",longtail,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"komplettera ledningssystem med laglista",longtail,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"verktyg for systematiskt arbetsmiljoarbete",longtail,"jamfor","/jamfor/ledningssystem-verktyg","commercial (high)"
"manuell lagbevakning",primary,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"lagbevakning sjalv",secondary,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"bevaka lagandringar",secondary,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"automatisk lagbevakning",secondary,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"hur bevakar jag lagandringar sjalv",longtail,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"manuell lagbevakning vs automatisk",longtail,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"bevaka nya lagar och foreskrifter",longtail,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"halla koll pa lagandringar",longtail,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"prenumerera pa lagandringar",longtail,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"lagbevakning utan verktyg",longtail,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"vem bevakar lagandringar i foretaget",longtail,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"lagbevakning checklista",longtail,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"automatisera lagbevakning",longtail,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"lagbevakning for ISO 14001",longtail,"jamfor","/jamfor/manuell-lagbevakning","commercial (high)"
"Notisum alternativ",primary,"jamfor","/jamfor/notisum","commercial (high)"
"Laglig vs Notisum",secondary,"jamfor","/jamfor/notisum","commercial (high)"
"Notisum lagbevakning",secondary,"jamfor","/jamfor/notisum","commercial (high)"
"jamfor lagbevakningstjanster",secondary,"jamfor","/jamfor/notisum","commercial (high)"
"alternativ till Notisum",longtail,"jamfor","/jamfor/notisum","commercial (high)"
"Notisum vs Laglig",longtail,"jamfor","/jamfor/notisum","commercial (high)"
"Notisum lagbevakning pris",longtail,"jamfor","/jamfor/notisum","commercial (high)"
"byta fran Notisum",longtail,"jamfor","/jamfor/notisum","commercial (high)"
"Notisum laglista",longtail,"jamfor","/jamfor/notisum","commercial (high)"
"basta lagbevakningstjanst i Sverige",longtail,"jamfor","/jamfor/notisum","commercial (high)"
"Notisum recension",longtail,"jamfor","/jamfor/notisum","commercial (high)"
"skillnad Notisum och Laglig",longtail,"jamfor","/jamfor/notisum","commercial (high)"
"lagbevakning for ledningssystem",longtail,"jamfor","/jamfor/notisum","commercial (high)"
"lagbevakningstjanst med revisionsrapport",longtail,"jamfor","/jamfor/notisum","commercial (high)"
"kundcase lagefterlevnad",primary,"kundcase","/kundcase/kundcase-mall","commercial (proof)"
"referenscase laglista",secondary,"kundcase","/kundcase/kundcase-mall","commercial (proof)"
"kundexempel lagbevakning",secondary,"kundcase","/kundcase/kundcase-mall","commercial (proof)"
"sa anvander {bransch} Laglig",secondary,"kundcase","/kundcase/kundcase-mall","commercial (proof)"
"exempel pa lagefterlevnadsarbete i praktiken",longtail,"kundcase","/kundcase/kundcase-mall","commercial (proof)"
"hur foretag haller koll pa lagandringar",longtail,"kundcase","/kundcase/kundcase-mall","commercial (proof)"
"kundcase laglista verktyg",longtail,"kundcase","/kundcase/kundcase-mall","commercial (proof)"
"sa sparar man tid pa lagbevakning",longtail,"kundcase","/kundcase/kundcase-mall","commercial (proof)"
"referens lagefterlevnadskontroll",longtail,"kundcase","/kundcase/kundcase-mall","commercial (proof)"
"case study compliance Sverige",longtail,"kundcase","/kundcase/kundcase-mall","commercial (proof)"
"erfarenheter av laglista-system",longtail,"kundcase","/kundcase/kundcase-mall","commercial (proof)"
"hur {bransch} jobbar med lagkrav",longtail,"kundcase","/kundcase/kundcase-mall","commercial (proof)"
"AFS",primary,"ordbok","/ordbok/afs","informational"
"Arbetsmiljöverkets föreskrifter",secondary,"ordbok","/ordbok/afs","informational"
"AFS förklaring",secondary,"ordbok","/ordbok/afs","informational"
"föreskrifter arbetsmiljö",secondary,"ordbok","/ordbok/afs","informational"
"vad är AFS",longtail,"ordbok","/ordbok/afs","informational"
"vad står AFS för",longtail,"ordbok","/ordbok/afs","informational"
"Arbetsmiljöverkets föreskrifter AFS",longtail,"ordbok","/ordbok/afs","informational"
"nya AFS 2025",longtail,"ordbok","/ordbok/afs","informational"
"AFS regelförnyelse",longtail,"ordbok","/ordbok/afs","informational"
"skillnad AFS och lag",longtail,"ordbok","/ordbok/afs","informational"
"lista på AFS föreskrifter",longtail,"ordbok","/ordbok/afs","informational"
"AFS systematiskt arbetsmiljöarbete",longtail,"ordbok","/ordbok/afs","informational"
"vilka AFS gäller",longtail,"ordbok","/ordbok/afs","informational"
"avvikelse",primary,"ordbok","/ordbok/avvikelse","informational"
"vad är en avvikelse",secondary,"ordbok","/ordbok/avvikelse","informational"
"avvikelsehantering",secondary,"ordbok","/ordbok/avvikelse","informational"
"avvikelse ledningssystem",secondary,"ordbok","/ordbok/avvikelse","informational"
"vad är en avvikelse",longtail,"ordbok","/ordbok/avvikelse","informational"
"avvikelsehantering ISO",longtail,"ordbok","/ordbok/avvikelse","informational"
"skillnad avvikelse och korrigerande åtgärd",longtail,"ordbok","/ordbok/avvikelse","informational"
"avvikelse exempel",longtail,"ordbok","/ordbok/avvikelse","informational"
"avvikelse arbetsmiljö",longtail,"ordbok","/ordbok/avvikelse","informational"
"hantera avvikelser i ledningssystem",longtail,"ordbok","/ordbok/avvikelse","informational"
"avvikelserapport mall",longtail,"ordbok","/ordbok/avvikelse","informational"
"rotorsaksanalys avvikelse",longtail,"ordbok","/ordbok/avvikelse","informational"
"bindande krav",primary,"ordbok","/ordbok/bindande-krav","informational"
"vad är bindande krav",secondary,"ordbok","/ordbok/bindande-krav","informational"
"bindande krav ISO 14001",secondary,"ordbok","/ordbok/bindande-krav","informational"
"lagkrav och andra krav",secondary,"ordbok","/ordbok/bindande-krav","informational"
"vad är bindande krav",longtail,"ordbok","/ordbok/bindande-krav","informational"
"bindande krav ISO 14001",longtail,"ordbok","/ordbok/bindande-krav","informational"
"bindande krav ISO 45001",longtail,"ordbok","/ordbok/bindande-krav","informational"
"bindande krav exempel",longtail,"ordbok","/ordbok/bindande-krav","informational"
"skillnad lagkrav och bindande krav",longtail,"ordbok","/ordbok/bindande-krav","informational"
"bindande krav ledningssystem",longtail,"ordbok","/ordbok/bindande-krav","informational"
"bindande krav efterlevnad",longtail,"ordbok","/ordbok/bindande-krav","informational"
"lista bindande krav",longtail,"ordbok","/ordbok/bindande-krav","informational"
"CE-märkning",primary,"ordbok","/ordbok/ce-markning","informational"
"vad är CE-märkning",secondary,"ordbok","/ordbok/ce-markning","informational"
"CE-märkning krav",secondary,"ordbok","/ordbok/ce-markning","informational"
"CE-märkning produkter",secondary,"ordbok","/ordbok/ce-markning","informational"
"vad är CE-märkning",longtail,"ordbok","/ordbok/ce-markning","informational"
"vad betyder CE-märkningen",longtail,"ordbok","/ordbok/ce-markning","informational"
"vilka produkter ska CE-märkas",longtail,"ordbok","/ordbok/ce-markning","informational"
"CE-märkning krav",longtail,"ordbok","/ordbok/ce-markning","informational"
"CE-märkning maskiner",longtail,"ordbok","/ordbok/ce-markning","informational"
"CE-märkning byggprodukter",longtail,"ordbok","/ordbok/ce-markning","informational"
"skillnad CE-märkning och certifiering",longtail,"ordbok","/ordbok/ce-markning","informational"
"vem ansvarar för CE-märkning",longtail,"ordbok","/ordbok/ce-markning","informational"
"CSRD",primary,"ordbok","/ordbok/csrd","informational"
"vad är CSRD",secondary,"ordbok","/ordbok/csrd","informational"
"hållbarhetsrapportering",secondary,"ordbok","/ordbok/csrd","informational"
"CSRD krav",secondary,"ordbok","/ordbok/csrd","informational"
"vad är CSRD",longtail,"ordbok","/ordbok/csrd","informational"
"CSRD sammanfattning",longtail,"ordbok","/ordbok/csrd","informational"
"CSRD krav företag",longtail,"ordbok","/ordbok/csrd","informational"
"vilka omfattas av CSRD",longtail,"ordbok","/ordbok/csrd","informational"
"CSRD och ESRS",longtail,"ordbok","/ordbok/csrd","informational"
"CSRD hållbarhetsrapport",longtail,"ordbok","/ordbok/csrd","informational"
"skillnad CSRD och NFRD",longtail,"ordbok","/ordbok/csrd","informational"
"CSRD dubbel väsentlighet",longtail,"ordbok","/ordbok/csrd","informational"
"direktiv",primary,"ordbok","/ordbok/direktiv","informational"
"vad är ett EU-direktiv",secondary,"ordbok","/ordbok/direktiv","informational"
"EU-direktiv",secondary,"ordbok","/ordbok/direktiv","informational"
"skillnad direktiv och förordning",secondary,"ordbok","/ordbok/direktiv","informational"
"vad är ett direktiv",longtail,"ordbok","/ordbok/direktiv","informational"
"vad är ett EU-direktiv",longtail,"ordbok","/ordbok/direktiv","informational"
"skillnad direktiv och förordning",longtail,"ordbok","/ordbok/direktiv","informational"
"hur genomförs ett EU-direktiv",longtail,"ordbok","/ordbok/direktiv","informational"
"EU-direktiv exempel",longtail,"ordbok","/ordbok/direktiv","informational"
"direktiv nationell lag",longtail,"ordbok","/ordbok/direktiv","informational"
"är ett direktiv bindande",longtail,"ordbok","/ordbok/direktiv","informational"
"implementering av direktiv",longtail,"ordbok","/ordbok/direktiv","informational"
"efterlevnadskontroll",primary,"ordbok","/ordbok/efterlevnadskontroll","informational"
"vad är efterlevnadskontroll",secondary,"ordbok","/ordbok/efterlevnadskontroll","informational"
"lagefterlevnadskontroll",secondary,"ordbok","/ordbok/efterlevnadskontroll","informational"
"kontroll av lagkrav",secondary,"ordbok","/ordbok/efterlevnadskontroll","informational"
"vad är efterlevnadskontroll",longtail,"ordbok","/ordbok/efterlevnadskontroll","informational"
"efterlevnadskontroll mall",longtail,"ordbok","/ordbok/efterlevnadskontroll","informational"
"lagefterlevnadskontroll ISO 14001",longtail,"ordbok","/ordbok/efterlevnadskontroll","informational"
"hur gör man en efterlevnadskontroll",longtail,"ordbok","/ordbok/efterlevnadskontroll","informational"
"efterlevnadskontroll checklista",longtail,"ordbok","/ordbok/efterlevnadskontroll","informational"
"utvärdering av efterlevnad",longtail,"ordbok","/ordbok/efterlevnadskontroll","informational"
"efterlevnadskontroll dokumentation",longtail,"ordbok","/ordbok/efterlevnadskontroll","informational"
"vem gör efterlevnadskontroll",longtail,"ordbok","/ordbok/efterlevnadskontroll","informational"
"egenkontroll",primary,"ordbok","/ordbok/egenkontroll","informational"
"egenkontroll miljöbalken",secondary,"ordbok","/ordbok/egenkontroll","informational"
"egenkontroll företag",secondary,"ordbok","/ordbok/egenkontroll","informational"
"egenkontrollprogram",secondary,"ordbok","/ordbok/egenkontroll","informational"
"vad är egenkontroll",longtail,"ordbok","/ordbok/egenkontroll","informational"
"egenkontroll miljöbalken",longtail,"ordbok","/ordbok/egenkontroll","informational"
"egenkontroll enligt miljöbalken",longtail,"ordbok","/ordbok/egenkontroll","informational"
"egenkontrollprogram mall",longtail,"ordbok","/ordbok/egenkontroll","informational"
"egenkontroll livsmedel",longtail,"ordbok","/ordbok/egenkontroll","informational"
"egenkontroll fastighet",longtail,"ordbok","/ordbok/egenkontroll","informational"
"vem omfattas av egenkontroll",longtail,"ordbok","/ordbok/egenkontroll","informational"
"egenkontroll checklista",longtail,"ordbok","/ordbok/egenkontroll","informational"
"egenkontroll exempel",longtail,"ordbok","/ordbok/egenkontroll","informational"
"ESG",primary,"ordbok","/ordbok/esg","informational"
"vad är ESG",secondary,"ordbok","/ordbok/esg","informational"
"ESG betydelse",secondary,"ordbok","/ordbok/esg","informational"
"ESG hållbarhet",secondary,"ordbok","/ordbok/esg","informational"
"vad är ESG",longtail,"ordbok","/ordbok/esg","informational"
"vad betyder ESG",longtail,"ordbok","/ordbok/esg","informational"
"ESG sammanfattning",longtail,"ordbok","/ordbok/esg","informational"
"ESG krav företag",longtail,"ordbok","/ordbok/esg","informational"
"ESG och CSRD",longtail,"ordbok","/ordbok/esg","informational"
"ESG rapportering",longtail,"ordbok","/ordbok/esg","informational"
"skillnad ESG och hållbarhet",longtail,"ordbok","/ordbok/esg","informational"
"ESG faktorer exempel",longtail,"ordbok","/ordbok/esg","informational"
"föreskrift",primary,"ordbok","/ordbok/foreskrift","informational"
"vad är en föreskrift",secondary,"ordbok","/ordbok/foreskrift","informational"
"myndighetsföreskrift",secondary,"ordbok","/ordbok/foreskrift","informational"
"föreskrifter och allmänna råd",secondary,"ordbok","/ordbok/foreskrift","informational"
"vad är en föreskrift",longtail,"ordbok","/ordbok/foreskrift","informational"
"skillnad lag och föreskrift",longtail,"ordbok","/ordbok/foreskrift","informational"
"skillnad föreskrift och allmänna råd",longtail,"ordbok","/ordbok/foreskrift","informational"
"föreskrift exempel",longtail,"ordbok","/ordbok/foreskrift","informational"
"AFS föreskrift",longtail,"ordbok","/ordbok/foreskrift","informational"
"är en föreskrift bindande",longtail,"ordbok","/ordbok/foreskrift","informational"
"vem beslutar föreskrifter",longtail,"ordbok","/ordbok/foreskrift","informational"
"föreskrift och förordning",longtail,"ordbok","/ordbok/foreskrift","informational"
"författningssamling",primary,"ordbok","/ordbok/forfattningssamling","informational"
"vad är en författningssamling",secondary,"ordbok","/ordbok/forfattningssamling","informational"
"svensk författningssamling",secondary,"ordbok","/ordbok/forfattningssamling","informational"
"SFS",secondary,"ordbok","/ordbok/forfattningssamling","informational"
"vad är en författningssamling",longtail,"ordbok","/ordbok/forfattningssamling","informational"
"vad är SFS",longtail,"ordbok","/ordbok/forfattningssamling","informational"
"svensk författningssamling betydelse",longtail,"ordbok","/ordbok/forfattningssamling","informational"
"myndigheters författningssamlingar",longtail,"ordbok","/ordbok/forfattningssamling","informational"
"AFS BFS MSBFS",longtail,"ordbok","/ordbok/forfattningssamling","informational"
"var hittar jag lagar och föreskrifter",longtail,"ordbok","/ordbok/forfattningssamling","informational"
"SFS-nummer betydelse",longtail,"ordbok","/ordbok/forfattningssamling","informational"
"författningssamling exempel",longtail,"ordbok","/ordbok/forfattningssamling","informational"
"förordning",primary,"ordbok","/ordbok/forordning","informational"
"vad är en förordning",secondary,"ordbok","/ordbok/forordning","informational"
"EU-förordning",secondary,"ordbok","/ordbok/forordning","informational"
"skillnad lag och förordning",secondary,"ordbok","/ordbok/forordning","informational"
"vad är en förordning",longtail,"ordbok","/ordbok/forordning","informational"
"skillnad lag och förordning",longtail,"ordbok","/ordbok/forordning","informational"
"skillnad förordning och direktiv",longtail,"ordbok","/ordbok/forordning","informational"
"svensk förordning exempel",longtail,"ordbok","/ordbok/forordning","informational"
"EU-förordning betydelse",longtail,"ordbok","/ordbok/forordning","informational"
"vem beslutar förordningar",longtail,"ordbok","/ordbok/forordning","informational"
"är en förordning bindande",longtail,"ordbok","/ordbok/forordning","informational"
"förordning och föreskrift",longtail,"ordbok","/ordbok/forordning","informational"
"GDPR",primary,"ordbok","/ordbok/gdpr","informational"
"vad är GDPR",secondary,"ordbok","/ordbok/gdpr","informational"
"dataskyddsförordningen",secondary,"ordbok","/ordbok/gdpr","informational"
"GDPR krav",secondary,"ordbok","/ordbok/gdpr","informational"
"vad är GDPR",longtail,"ordbok","/ordbok/gdpr","informational"
"vad betyder GDPR",longtail,"ordbok","/ordbok/gdpr","informational"
"GDPR sammanfattning",longtail,"ordbok","/ordbok/gdpr","informational"
"GDPR krav företag",longtail,"ordbok","/ordbok/gdpr","informational"
"personuppgifter GDPR",longtail,"ordbok","/ordbok/gdpr","informational"
"GDPR personuppgiftsansvarig",longtail,"ordbok","/ordbok/gdpr","informational"
"GDPR böter",longtail,"ordbok","/ordbok/gdpr","informational"
"vem ansvarar för GDPR i företaget",longtail,"ordbok","/ordbok/gdpr","informational"
"internrevision",primary,"ordbok","/ordbok/internrevision","informational"
"internrevision ISO",secondary,"ordbok","/ordbok/internrevision","informational"
"intern revision ledningssystem",secondary,"ordbok","/ordbok/internrevision","informational"
"genomfora internrevision",secondary,"ordbok","/ordbok/internrevision","informational"
"vad ar internrevision",longtail,"ordbok","/ordbok/internrevision","informational"
"internrevision ISO 9001",longtail,"ordbok","/ordbok/internrevision","informational"
"internrevision steg for steg",longtail,"ordbok","/ordbok/internrevision","informational"
"skillnad internrevision och externrevision",longtail,"ordbok","/ordbok/internrevision","informational"
"internrevision checklista",longtail,"ordbok","/ordbok/internrevision","informational"
"hur ofta ska man gora internrevision",longtail,"ordbok","/ordbok/internrevision","informational"
"internrevision mall",longtail,"ordbok","/ordbok/internrevision","informational"
"internrevision arbetsmiljo",longtail,"ordbok","/ordbok/internrevision","informational"
"vem far gora internrevision",longtail,"ordbok","/ordbok/internrevision","informational"
"ISO 14001",primary,"ordbok","/ordbok/iso-14001","informational"
"vad är ISO 14001",secondary,"ordbok","/ordbok/iso-14001","informational"
"miljöledningssystem",secondary,"ordbok","/ordbok/iso-14001","informational"
"ISO 14001 certifiering",secondary,"ordbok","/ordbok/iso-14001","informational"
"vad är ISO 14001",longtail,"ordbok","/ordbok/iso-14001","informational"
"ISO 14001 sammanfattning",longtail,"ordbok","/ordbok/iso-14001","informational"
"ISO 14001 krav",longtail,"ordbok","/ordbok/iso-14001","informational"
"ISO 14001 certifiering",longtail,"ordbok","/ordbok/iso-14001","informational"
"ISO 14001 laglista",longtail,"ordbok","/ordbok/iso-14001","informational"
"ISO 14001 miljöledningssystem",longtail,"ordbok","/ordbok/iso-14001","informational"
"skillnad ISO 14001 och ISO 9001",longtail,"ordbok","/ordbok/iso-14001","informational"
"hur certifierar man sig enligt ISO 14001",longtail,"ordbok","/ordbok/iso-14001","informational"
"ISO 45001",primary,"ordbok","/ordbok/iso-45001","informational"
"vad är ISO 45001",secondary,"ordbok","/ordbok/iso-45001","informational"
"arbetsmiljöledningssystem",secondary,"ordbok","/ordbok/iso-45001","informational"
"ISO 45001 certifiering",secondary,"ordbok","/ordbok/iso-45001","informational"
"vad är ISO 45001",longtail,"ordbok","/ordbok/iso-45001","informational"
"ISO 45001 sammanfattning",longtail,"ordbok","/ordbok/iso-45001","informational"
"ISO 45001 krav",longtail,"ordbok","/ordbok/iso-45001","informational"
"ISO 45001 certifiering",longtail,"ordbok","/ordbok/iso-45001","informational"
"ISO 45001 laglista",longtail,"ordbok","/ordbok/iso-45001","informational"
"ISO 45001 arbetsmiljö",longtail,"ordbok","/ordbok/iso-45001","informational"
"skillnad ISO 45001 och OHSAS 18001",longtail,"ordbok","/ordbok/iso-45001","informational"
"hur certifierar man sig enligt ISO 45001",longtail,"ordbok","/ordbok/iso-45001","informational"
"ISO 9001",primary,"ordbok","/ordbok/iso-9001","informational"
"vad är ISO 9001",secondary,"ordbok","/ordbok/iso-9001","informational"
"kvalitetsledningssystem",secondary,"ordbok","/ordbok/iso-9001","informational"
"ISO 9001 certifiering",secondary,"ordbok","/ordbok/iso-9001","informational"
"vad är ISO 9001",longtail,"ordbok","/ordbok/iso-9001","informational"
"ISO 9001 sammanfattning",longtail,"ordbok","/ordbok/iso-9001","informational"
"ISO 9001 krav",longtail,"ordbok","/ordbok/iso-9001","informational"
"ISO 9001 certifiering",longtail,"ordbok","/ordbok/iso-9001","informational"
"ISO 9001 kvalitetsledningssystem",longtail,"ordbok","/ordbok/iso-9001","informational"
"skillnad ISO 9001 och ISO 14001",longtail,"ordbok","/ordbok/iso-9001","informational"
"ISO 9001 processer",longtail,"ordbok","/ordbok/iso-9001","informational"
"hur certifierar man sig enligt ISO 9001",longtail,"ordbok","/ordbok/iso-9001","informational"
"kravpunkt",primary,"ordbok","/ordbok/kravpunkt","informational"
"vad är en kravpunkt",secondary,"ordbok","/ordbok/kravpunkt","informational"
"lagkrav",secondary,"ordbok","/ordbok/kravpunkt","informational"
"kravpunkt laglista",secondary,"ordbok","/ordbok/kravpunkt","informational"
"vad är en kravpunkt",longtail,"ordbok","/ordbok/kravpunkt","informational"
"kravpunkt exempel",longtail,"ordbok","/ordbok/kravpunkt","informational"
"kravpunkt och lagkrav",longtail,"ordbok","/ordbok/kravpunkt","informational"
"bryta ner lagkrav till kravpunkter",longtail,"ordbok","/ordbok/kravpunkt","informational"
"kravpunkt efterlevnad",longtail,"ordbok","/ordbok/kravpunkt","informational"
"kravpunkt ansvarig",longtail,"ordbok","/ordbok/kravpunkt","informational"
"kravpunkter i laglista",longtail,"ordbok","/ordbok/kravpunkt","informational"
"lagbevakning",primary,"ordbok","/ordbok/lagbevakning","informational"
"vad är lagbevakning",secondary,"ordbok","/ordbok/lagbevakning","informational"
"bevakning av lagar",secondary,"ordbok","/ordbok/lagbevakning","informational"
"lagbevakning tjänst",secondary,"ordbok","/ordbok/lagbevakning","informational"
"vad är lagbevakning",longtail,"ordbok","/ordbok/lagbevakning","informational"
"lagbevakning företag",longtail,"ordbok","/ordbok/lagbevakning","informational"
"bevaka lagändringar",longtail,"ordbok","/ordbok/lagbevakning","informational"
"lagbevakning miljö",longtail,"ordbok","/ordbok/lagbevakning","informational"
"lagbevakning arbetsmiljö",longtail,"ordbok","/ordbok/lagbevakning","informational"
"hur fungerar lagbevakning",longtail,"ordbok","/ordbok/lagbevakning","informational"
"lagbevakning och laglista",longtail,"ordbok","/ordbok/lagbevakning","informational"
"automatisk lagbevakning",longtail,"ordbok","/ordbok/lagbevakning","informational"
"lagefterlevnad",primary,"ordbok","/ordbok/lagefterlevnad","informational"
"vad är lagefterlevnad",secondary,"ordbok","/ordbok/lagefterlevnad","informational"
"compliance",secondary,"ordbok","/ordbok/lagefterlevnad","informational"
"efterlevnad av lagkrav",secondary,"ordbok","/ordbok/lagefterlevnad","informational"
